"filename", "language", "JavaScript", "TypeScript", "JSON", "GraphQL", "Markdown", "JavaScript React", "TypeScript React", "SCSS", "HTML", "YAML", "comment", "blank", "total"
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\pages\navigation\components\MiniBasketMenu.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 0, 5, 111
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\pages\navigation\interfaces\Links.i.ts", "TypeScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\pages\navigation\interfaces\NavBar.i.ts", "TypeScript", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 23
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\pages\navigation\styles\links.style.ts", "TypeScript", 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 84
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\pages\navigation\styles\miniBasket.style.ts", "TypeScript", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 37
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\pages\navigation\styles\nav.style.ts", "TypeScript", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 35
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\pages\not-found\NotFoundPage.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 3, 17
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\pages\not-found\scss\_not-found.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 5, 36
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\pages\payment\Basket.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 222, 0, 0, 0, 76, 12, 310
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\pages\payment\components\BasketCustomOptions.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 271, 0, 0, 0, 304, 7, 582
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\pages\payment\components\BasketItem.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 218, 0, 0, 0, 1, 12, 231
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\pages\payment\components\Checkout.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 6, 6, 84
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\pages\payment\components\PayButton.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 9, 106
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\pages\payment\components\Success.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 4, 19
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\pages\payment\interfaces\Basket.i.ts", "TypeScript", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 46
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\pages\payment\interfaces\Checkout.i.ts", "TypeScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\pages\payment\scss\_basket-item.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 9, 64
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\pages\payment\scss\_checkout.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\pages\payment\styles\basket.style.ts", "TypeScript", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 43
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\pages\payment\styles\basketCustomOptions.style.ts", "TypeScript", 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 94
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\pages\payment\styles\basketItem.style.ts", "TypeScript", 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 113
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\pages\payment\styles\checkout.style.ts", "TypeScript", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\pages\policies\PrivacyPolicy.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 3, 58
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\pages\policies\TermsOfService.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 118, 0, 0, 0, 0, 4, 122
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\reducers\__tests__\basket.reducer.test.ts", "TypeScript", 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 113
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\reducers\__tests__\user.reducer.test.ts", "TypeScript", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 34
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\reducers\basket.reducer.ts", "TypeScript", 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 120
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\reducers\products.reducer.ts", "TypeScript", 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 89
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\reducers\user.reducer.ts", "TypeScript", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 48
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\routes\Router.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 308, 0, 0, 0, 91, 15, 414
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\routes\interfaces\Router.i.ts", "TypeScript", 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 85
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\scss\base\_base.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 1, 4, 36
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\scss\base\_settings.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 2, 3, 21
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\scss\styles.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 6, 6, 34
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\setupTests.js", "JavaScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 7
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\store\store.ts", "TypeScript", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 47
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\themes\index.ts", "TypeScript", 0, 336, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14, 351
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\utils\Notifier.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 11, 57
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\utils\__tests__\utils.test.js", "JavaScript", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 18
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\utils\europeanCodes.ts", "TypeScript", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 30
"c:\Users\james\Documents\GitHub\francesca-jade-creates\src\utils\index.ts", "TypeScript", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 40
"c:\Users\james\Documents\GitHub\francesca-jade-creates\tsconfig.json", "JSON", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 40, 6, 64
"c:\Users\james\Documents\GitHub\francesca-jade-creates\types.d.ts", "TypeScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Users\james\Documents\GitHub\francesca-jade-creates\webpack.common.js", "JavaScript", 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 58
"c:\Users\james\Documents\GitHub\francesca-jade-creates\webpack.dev.js", "JavaScript", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 38
"c:\Users\james\Documents\GitHub\francesca-jade-creates\webpack.prod.js", "JavaScript", 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 60
"Total", "-", 444, 6615, 30095, 200, 28, 5, 7971, 1106, 17, 656, 1954, 1236, 50327
